headline,date,description,url
"Saudi-led coalition and Houthis agree on truce in Yemen, raising hopes for the ‘start of a better future’","Apr 2, 2022","The Saudi-led military alliance and the Iran-aligned Houthi movement, who have been at war in Yemen since 2015, agreed to a two-month truce Friday, marking a significant step toward ending the conflict in years.",https://www.cnn.com/2022/04/01/middleeast/yemen-truce-un-intl/index.html
The Ukraine war’s $7 billion hit to global tourism has Middle East hotspots ‘trying to survive’,"Apr 1, 2022","As Russia’s war rages in Ukraine, its impact on the Middle East is beginning to stretch beyond the food shortages that already had some policymakers worried.",https://www.cnn.com/travel/article/mideast-summary-04-01-2022-intl/index.html
Israel and the West Bank are on edge again. Here are five things you need to know,"Apr 1, 2022",A series of terror attacks and violent incidents have put Israel and the Palestinian territories on edge again.,https://www.cnn.com/2022/04/01/middleeast/israel-west-bank-explainer-march-intl/index.html
What one meeting in Israel says about a changing world order,"Mar 30, 2022",A landmark meeting in Israel this week sheds light on the emerging global multipolarity and how Middle Eastern states adjust to the new realities by realigning their alliances.,https://www.cnn.com/2022/03/30/middleeast/mideast-summary-03-30-2022-intl/index.html
Saudi-led coalition to halt military operations in Yemen as UN urges truce,"Mar 30, 2022","The Saudi-led coalition fighting the Houthi group in Yemen said late on Tuesday it would halt military operations from Wednesday, following a United Nations’ call for a truce during the Muslim holy month of Ramadan.",https://www.cnn.com/2022/03/30/middleeast/saudi-truce-yemen-houthis-intl/index.html
Why Turkey is in a unique position to mediate,"Mar 29, 2022","As Russian and Ukrainian delegations arrive in Istanbul for peace talks, Turkey’s unique political position is under the spotlight, Galip Dalay writes. Could the nation that straddles Europe and the Middle East emerge as peacemaker?",https://www.cnn.com/2022/03/29/opinions/turkey-mediator-russia-ukraine-dalay/index.html
ISIS attack kills two and injures six in Israel as Arab and Israeli officials hold historic summit,"Mar 29, 2022","ISIS operatives killed two people and injured six in a shooting attack Sunday in the Israeli city of Hadera, some 31 miles north of Tel Aviv, Israeli officials said.",https://www.cnn.com/2022/03/28/middleeast/israel-isis-attack-intl/index.html
Why a terror designation is the last sticking point in Iran-US talks,"Mar 28, 2022","After weeks of signals from Iranian and Western officials that a deal to revive the 2015 Iran nuclear agreement was imminent, an escalation in rhetoric between Tehran and the United States over the weekend dampened hopes for a breakthrough on the ...",https://www.cnn.com/2022/03/28/middleeast/mideast-summary-03-28-2022-intl/index.html
Europe can’t live without Russian gas. Can this tiny Middle East country help?,"Mar 25, 2022",Here’s what you need to know about the role Qatar can play in Europe’s efforts to wean itself off Russian gas as Moscow presses on with its war on Ukraine.,https://www.cnn.com/2022/03/25/business/mideast-summary-03-25-2022-intl/index.html
Egypt caps bread prices as shockwaves of Ukraine war hit Middle East,"Mar 24, 2022","For Egypt and other Middle Eastern nations grappling with the impact of the Ukraine war, rising prices are cause for concern. Just 10 years ago, revolutions across the region toppled longtime dictators partly because of a rise in the price of commodities.",https://www.cnn.com/2022/03/23/business/mideast-summary-03-23-2022-intl/index.html
How dual nationals became pawns in Iran’s fight with the West,"Mar 21, 2022",The release of two British-Iranian citizens was however the conclusion of just one chapter in a long history of prisoners that have become bargaining chips in the political squabbles between the Islamic Republic and the West.,https://www.cnn.com/2022/03/21/middleeast/mideast-summary-03-21-2022-intl/index.html
Syrians are watching in horror as Putin deploys the Aleppo playbook in Ukraine,"Mar 18, 2022","Six years before its Ukraine war, Russia began another ruthless military operation thousands of kilometers away in Syria – to prop up the Bashar al-Assad regime. Victims of that war say the scenes from Ukraine on their television screens look ...",https://www.cnn.com/2022/03/18/middleeast/mideast-summary-03-18-2022-intl/index.html
'They will bomb everything': Syrian warns of Russian tactics,"Mar 16, 2022",CNN’s Jomana Karadsheh reports that many of the Russian tactics in Ukraine are familiar to Syrians who suffered a similar fate when Russia attacked Syria.,https://www.cnn.com/videos/world/2022/03/15/syria-ukraine-russia-karadsheh-lead-pkg-vpx.cnn
Iran’s strike on Iraq puts US in awkward position amid nuclear talks,"Mar 15, 2022","The attack came as world powers are engaged in talks to revive the 2015 Iran nuclear agreement, which could see over a million barrels a day of currently sanctioned Iranian crude coming to the market amid rising oil prices.",https://www.cnn.com/2022/03/14/middleeast/mideast-summary-03-14-2022-intl/index.html
Could Middle East nations come to the rescue as the Ukraine war drives up oil prices?,"Mar 12, 2022",The UAE suggested that it may support an increase in oil output within the framework of OPEC+. We ask energy expert Amena Bakr how likely that is to happen.,https://www.cnn.com/2022/03/11/middleeast/mideast-summary-03-11-2022-intl/index.html
Russia’s invasion of Ukraine puts Israel in a tricky spot,"Mar 9, 2022","Israel has been walking a tightrope between Ukraine and Russia for several weeks. That’s largely due to security considerations on its northern border, where Russia has a large military presence.",https://www.cnn.com/2022/03/09/middleeast/mideast-summary-03-09-2022-intl/index.html
Israel’s fraught Russia-Ukraine balancing act,"Mar 5, 2022","Aaron David Miller writes one could be forgiven for thinking that as America’s closest ally in the Middle East, Israel would provide unwavering support for the Ukrainians. But Israel’s unique interests in the region are forcing Jerusalem to navigate a course ...",https://www.cnn.com/2022/03/05/opinions/israel-russia-ukraine-balancing-act-miller/index.html
ISIS claims responsibility for blast killing dozens at Shia mosque in Pakistan’s Peshawar,"Mar 5, 2022",The Islamic State (ISIS) has claimed responsibility for Friday’s attack on a Shia mosque in Pakistan’s northwestern city of Peshawar that killed at least 61 people and injured another 196.,https://www.cnn.com/2022/03/04/asia/pakistan-peshawar-blast-intl/index.html
How the Ukraine war exposed Western media bias,"Mar 4, 2022","Western war reporters, more used to being deployed in Middle East conflict zones, were quick to make comparisons with Ukraine. Some of those comparisons went overboard, causing outrage in the Arab world.",https://www.cnn.com/2022/03/04/media/mideast-summary-04-03-2022-intl/index.html
Biden’s Middle East allies change tune on Ukraine war as conflict escalates,"Mar 4, 2022","The United States’ closest Middle East allies on Wednesday condemned Russia’s invasion of Ukraine, in a break from their previously neutral statements and a nod to the changing nature of a war that has created over a million refugees in just a week.",https://www.cnn.com/2022/03/03/middleeast/russia-ukraine-gulf-unga-03-03-2022-intl/index.html
Why Biden’s key Mideast allies aren’t condemning Russia’s Ukraine invasion,"Mar 3, 2022",The United Arab Emirates surprised its Western allies last week when it abstained on a US-drafted United Nations Security Council resolution condemning Russia’s invasion of Ukraine. Here’s why the West is struggling to get an unequivocal condemnation ...,https://www.cnn.com/2022/03/02/middleeast/mideast-summary-03-02-2022-intl/index.html
"The Middle East already has a crypto hub, and it’s not Dubai","Feb 23, 2022","When the world’s biggest cryptocurrency exchange Binance decided to set up an advisory body in Dubai, local bitcoin enthusiasts celebrated. But Binance isn’t even licensed as an exchange in Dubai. It’s awaiting final approval for a license in a ...",https://www.cnn.com/2022/02/22/investing/mideast-summary-02-22-2022-intl/index.html
Why Russia-Ukraine tensions have the Middle East on edge,"Feb 18, 2022",A Russian invasion of Ukraine would send shockwaves across Europe and perhaps as far west as the United States. But a region further south may find itself an unlikely victim of a potential conflict.,https://www.cnn.com/2022/02/18/middleeast/mideast-summary-02-18-2022-intl/index.html
Why the US may find itself forced back into the Middle East,"Feb 17, 2022","With its sights set on the crisis in Ukraine and China’s rising power, the United States is seen to be disengaging from the Middle East. But recent events may force it to reconsider.",https://www.cnn.com/2022/02/16/middleeast/mideast-summary-02-16-2022-intl/index.html
"How two Middle East powerhouses fell out, then made up","Feb 14, 2022","Turkish President Recep Tayyip Erdogan arrived in the UAE on Monday, capping off reconciliation efforts that are set to end almost a decade of animosity between Ankara and Abu Dhabi. Here’s how the two fell out and reconciled.",https://www.cnn.com/2022/02/14/middleeast/mideast-summary-02-14-2022-intl/index.html
Iraq faces deadlock after ‘West-friendly’ candidate suspended,"Feb 10, 2022","Iraqi-Kurdish politician Hoshyar Zebari’s bid to run for the presidency faces a major hurdle, dealing a blow to kingmaker Moqtada al-Sadr’s ambitions to form a government without Iran’s allies.",https://www.cnn.com/2022/02/10/middleeast/mideast-summary-02-10-2022-intl/index.html
Funerals for three suspected Palestinian militants killed in West Bank by Israeli forces attract large crowds,"Feb 9, 2022",Large crowds turned out in the West Bank city of Nablus Tuesday for the funerals of three men shot dead by Israeli forces.,https://www.cnn.com/2022/02/08/middleeast/palestinian-militants-nablus-israel-intl/index.html
Death of ISIS chief raises more questions than it answers,"Feb 7, 2022","The so-called caliphate has lost its leader again, but experts warn the resurgence of the group is likely to press on undeterred.",https://www.cnn.com/2022/02/06/middleeast/mideast-summary-02-06-2022-intl-cmd/index.html
"The leader of ISIS died this week. But the terror group remains a formidable force, UN finds","Feb 5, 2022","Just two days after the leader of ISIS killed himself during a US raid in northern Syria, a United Nations report says the terror group is far from vanquished. In fact, it remains a potent force in Iraq and Syria, with a growing presence in Afghanistan and West ...",https://www.cnn.com/2022/02/04/world/isis-strength-un-report-intl/index.html
This is what happened during the US raid in Syria,"Feb 4, 2022","ISIS leader Abu Ibrahim al-Hashimi al-Qurayshi was killed during a US counterterrorism raid in northwest Syria, which also left 13 civilians dead, including six children. CNN’s Oren Liebermann reports from the Pentagon.",https://www.cnn.com/videos/world/2022/02/03/us-special-forces-raid-syria-isis-leader-killed-lead-lieberman-pkg-vpx.cnn
First images emerge following major US raid in Syria,"Feb 3, 2022","Video of machine-gun fire and photos of the aftermath have emerged after US Special Forces conducted a “successful” counterterrorism mission in northwest Syria, the Pentagon said. It is the biggest US raid in the country since the 2019 operation that ...",https://www.cnn.com/videos/world/2022/02/03/syria-us-raid-first-images-newday-intl-ldn-vpx.cnn
UAE intercepts and destroys 3 ‘hostile’ drones,"Feb 3, 2022","Three hostile drones were intercepted over the United Arab Emirates at dawn on Wednesday, the country’s defense ministry said.",https://www.cnn.com/2022/02/02/middleeast/uae-drone-interception-intl/index.html
How Qatar went from regional outcast to key Biden ally,"Feb 1, 2022","Qatar is on its way to becoming a major non-NATO ally of the United States, a sign of its growing relevance to Washington’s global agenda. Here’s how it got there.",https://www.cnn.com/2022/02/01/middleeast/mideast-summary-2-1-2022-intl/index.html
"US, UAE intercepts ballistic missile during Israeli President’s visit","Feb 1, 2022","The United States joined the United Arab Emirates (UAE) on Monday to intercept and destroy a ballistic missile as the Israeli President was in the country on a historic visit, according to authorities. The attack marks the third such incident in January.",https://www.cnn.com/2022/01/30/middleeast/uae-ballistic-missile-houthi-intl-hnk/index.html
UAE releases footage of destroying ballistic missile site,"Jan 31, 2022",Authorities in the United Arab Emirates say they intercepted and destroyed a ballistic missile. The UAE’s ministry of defense released nosecone footage they say shows the destruction of the missile platform and launch site in Yemen. There have been a ...,https://www.cnn.com/videos/world/2022/01/31/uae-strike-houthi-missile-jomana-karadsheh-intl-ldn-vpx.cnn
Another powerful storm could impact Central and Eastern US,"Jan 31, 2022","After a powerful nor’easter brought heavy snowfall and high winds to the East Coast, another big storm could impact the Central and Eastern US. CNN meteorologist Pedram Javaheri has the forecast.",https://www.cnn.com/videos/weather/2022/01/31/daily-weather-forecast-noreaster-bomb-cyclone-heavy-snow-rain-wind-storms-central-east-ice.cnn
Northeast emerges from nor’easter,"Jan 31, 2022",A winter storm brought snow and winds to parts of the US East Coast Saturday. Follow here for live updates.,https://www.cnn.com/us/live-news/winter-storm-us-northeast-01-30-2022/index.html
"27 drug smugglers killed at Jordan-Syria border, Jordanian army says","Jan 28, 2022","Jordanian soldiers killed 27 armed drug smugglers as they tried to enter the country from Syria on Thursday, an army spokesman said.",https://www.cnn.com/2022/01/27/middleeast/drug-smugglers-killed-jordan-syria-intl/index.html
UAE summons people for sharing videos of missile attack interception,"Jan 27, 2022",The United Arab Emirates public prosecutors’ office said on Wednesday it had summoned several people for sharing videos showing defense systems intercepting Monday’s missile attack by Yemen’s Houthi movement.,https://www.cnn.com/2022/01/27/middleeast/uae-social-media-missile-yemen-intl/index.html
"Israeli settlers rage through Palestinian town, marking the latest ‘nationalistically motivated’ attack in the region","Jan 27, 2022","Israeli settlers in a convoy of cars rampaged through a Palestinian town in the West Bank near Nablus on Monday evening, marking the latest in a string of violent incidents involving settlers in recent months.",https://www.cnn.com/2022/01/26/middleeast/west-bank-israeli-settlers-violence-intl/index.html
Ambassador to U.N: UAE reserves right to defend itself following Houthi attacks,"Jan 26, 2022","The United Arab Emirates will continue on the track of de-escalation with Iran despite rising attacks on Abu Dhabi by the Iranian-backed Houthis based in Yemen, the Permanent Representative of the United Arab Emirates to the United Nations told ...",https://www.cnn.com/videos/tv/2022/01/25/uae-abu-dhabi-houthi-attack-lana-nusseibeh-ctw-intl.cnn
"US, UAE intercept Houthi ballistic missiles over Abu Dhabi","Jan 25, 2022","The US military joined with the United Arab Emirates on Monday to counter a missile attack by Yemen’s Houthis on an air base near its capital Abu Dhabi, where approximately 2,000 American service members and personnel are stationed, US ...",https://www.cnn.com/2022/01/24/middleeast/uae-ballistic-missiles-abu-dhabi-intl-hnk/index.html
UAE: Houthi ballistic missiles intercepted over Abu Dhabi,"Jan 25, 2022",CNN’s Sam Kiley reports on the escalating attacks from Yemen’s Iranian-backed Houthi rebels and its impact on Iran’s nuclear negotiations with the West.,https://www.cnn.com/videos/world/2022/01/24/uae-intercepts-houthi-missiles-iran-nuclear-sam-kiley-ctw-intl-vpx.cnn
Saudi-led coalition denies targeting Yemeni detention center after airstrikes kill dozens,"Jan 22, 2022",The coalition led by Saudi Arabia fighting in Yemen denied that it deliberately targeted a detention center in airstrikes on Friday that killed dozens and caused a nationwide internet blackout.,https://www.cnn.com/2022/01/22/middleeast/yemen-detention-strike-intl/index.html
Rare snow and hailstorms cover Saudi desert,"Jan 21, 2022","Unusual wintry weather has transformed the deserts of Saudi Arabia into a white landscape, drawing crowds of locals eager to experience the rare sight.",https://www.cnn.com/travel/article/saudi-arabia-snow/index.html
"Three children killed as temperatures plummet in Syria, Lebanon and Jordan","Jan 20, 2022","Three Syrian children have died, with hundreds of thousands of people “at great risk” following heavy winter storms in Syria and neighboring countries, according to humanitarian organization CARE.",https://www.cnn.com/2022/01/19/middleeast/syria-children-middle-east-winter-storms-intl/index.html
Tripadvisor’s most popular destinations in the world for 2022,"Jan 19, 2022","The Middle East,",https://www.cnn.com/travel/gallery/tripadvisor-most-popular-destinations-2022-photos/index.html
A drone attack in Abu Dhabi could mark a dangerous turning point for the Middle East. Here’s what to know,"Jan 18, 2022",A deadly drone attack in the heart of the United Arab Emirates’ capital has thrust the Middle East into uncharted waters at a time when the region’s leaders have sought to heal years-long rifts.,https://www.cnn.com/2022/01/18/middleeast/uae-abu-dhabi-houthi-yemen-explainer-intl/index.html
Saudi led-coalition launches airstrikes on Yemeni capital after deadly Houthi drone strike in Abu Dhabi,"Jan 18, 2022","The Saudi led-coalition fighting in Yemen launched airstrikes on the Yemeni capital on Monday, shortly after Iranian-backed Houthi rebels claimed responsibility for a deadly drone attack in the United Arab Emirates.",https://www.cnn.com/2022/01/17/middleeast/uae-abu-dhabi-explosion-drone-houthi-intl/index.html
'I think it is a retaliation': Why Iranian-backed group may attack the UAE,"Jan 18, 2022",Yemen’s Iranian-backed Houthi rebels have claimed responsibility for an attack in the United Arab Emirates and threatened more to come. CNN’s Sam Kiley reports.,https://www.cnn.com/videos/world/2022/01/17/uae-drone-attack-houthis-sam-kiley-abu-dhabi-ctw-intl-vpx.cnn
"4,500 year-old avenues lined with ancient tombs discovered in Saudi Arabia","Jan 16, 2022","Archaeologists have discovered a 4,500-year-old highway network in Saudi Arabia lined with well-preserved ancient tombs.",https://www.cnn.com/style/article/saudi-arabia-discovery-scli-scn-intl/index.html
Biden nominates a new general to oversee military operations in Middle East,"Jan 7, 2022","President Joe Biden is nominating Army Lt. Gen. Michael Erik Kurilla to be the next commander of US Central Command, which oversees military operations in the Middle East, according to multiple defense officials and nomination paperwork sent ...",https://www.cnn.com/2022/01/06/politics/michael-erik-kurilla-middle-east-operations-nomination/index.html
Middle Eastern designers are claiming their own space in fashion,"Dec 30, 2021",The Middle East and wider Arab world has seen a surge in local talent who are creating contemporary fashion for a unique consumer base.,https://www.cnn.com/style/article/fashion-designers-in-the-middle-east/index.html
The Middle East is stuck in the crosshairs of a worsening US-China rivalry,"Dec 28, 2021","As 2021 grinds to an end and as a whirlwind of diplomacy picks up speed, a new geopolitical fault-line has appeared – the Middle East is becoming a political and economic battleground for the US and China.",https://www.cnn.com/2021/12/27/middleeast/china-middle-east-uae-analysis-cmd-intl/index.html
CNN Exclusive: US intel and satellite images show Saudi Arabia is now building its own ballistic missiles with help of China,"Dec 24, 2021","US intelligence agencies have assessed that Saudi Arabia is now actively manufacturing its own ballistic missiles with the help of China, CNN has learned, a development that could have significant ripple effects across the Middle East and ...",https://www.cnn.com/2021/12/23/politics/saudi-ballistic-missiles-china/index.html
China is helping this US ally develop ballistic missiles,"Dec 24, 2021",US intelligence and satellite images show Saudi Arabia is now actively developing its own ballistic missiles with the help of China. CNN’s Oren Liebermann reports.,https://www.cnn.com/videos/politics/2021/12/23/saudi-arabia-building-ballistic-missiles-with-china-liebermann-dnt-lead-vpx.cnn
New images indicate proof of Saudi Arabia ballistic missile program,"Dec 23, 2021",US intelligence agencies have assessed that Saudi Arabia is now actively manufacturing its own ballistic missiles with the help of China. CNN’s Natasha Bertrand explains how this could impact US policy toward the kingdom.,https://www.cnn.com/videos/world/2021/12/23/saudi-arabia-ballistic-missiles-china-bertrand-sot-vpx-newday.cnn
France’s $19 billion weapons deal is sweet revenge,"Dec 23, 2021","David Andelman writes that America’s allies in the Gulf are looking for new friends — and France is stepping up. Earlier this month, French President Emmanuel Macron sealed a $19 billion weapons deal with the United Arab Emirates.",https://www.cnn.com/2021/12/22/opinions/france-uae-us-arms-deal-andelman/index.html
Israeli Prime Minister meets UAE Crown Prince in Abu Dhabi in historic visit,"Dec 14, 2021",For the first time in history an Israeli Prime Minister has made an official visit to the United Arab Emirates.,https://www.cnn.com/2021/12/13/middleeast/naftali-bennett-mbz-meeting-uae-intl/index.html
Crown Prince greets Israeli PM in historic meeting in Abu Dhabi,"Dec 13, 2021","Israeli Prime Minister Naftali Bennett has met with Abu Dhabi Crown Prince Sheikh Mohammed bin Zayed at his private palace in Abu Dhabi, marking the first official visit of an Israeli Prime Minister to the United Arab Emirates 15 months after the signing ...",https://www.cnn.com/videos/world/2021/12/13/israel-uae-meeting-hadas-gold-pkg-intl-ldn-vpx.cnn
The trip could have killed them. But people fleeing economic wreckage in the Middle East say they’d do it 100 times over,"Dec 13, 2021","Across the Middle East and North Africa, talk of emigration is rampant. Though guns have largely fallen silent in most of the region’s conflict zones, much of the misery has not let up.",https://www.cnn.com/2021/12/12/middleeast/migration-iraq-syria-middle-east-cmd-intl/index.html
'Sabotage and bombings': Journalist on 'open war' between Israel and Iran,"Dec 4, 2021","New York Times reporter and author of “Rise and Kill First” Ronen Bergman discusses the escalating tensions, sabotage and cyber attacks between Israel and Iran.",https://www.cnn.com/videos/tv/2021/12/03/amanpour-ronen-bergman-cyberwar-israel-iran.cnn
What a Crown Prince’s trip to Turkey tells us about the post-American Middle East,"Nov 25, 2021",The United Arab Emirates’ de facto ruler landed Wednesday in Turkey’s capital as part of a diplomatic spree to end regional rifts that have defined the Middle East for over a decade.,https://www.cnn.com/2021/11/24/middleeast/uae-turkey-detente-middle-east-cmd-intl/index.html
UAE and Turkey hold rare high-level meeting. Here's why it matters,"Nov 24, 2021","After years of political tension over regional issues, Turkey and the UAE are now looking for closer ties as Abu Dhabi’s Crown Prince Sheikh Mohammed Bin Zayed Al Nahyan will meet President Recep Tayyip Erdogan. Both countries are looking to ...",https://www.cnn.com/videos/world/2021/11/24/turkey-uae-relations-crown-prince-visit-karadsheh-pkg-intl-hnk-vpx.cnn
Tech companies see opportunity in Saudi Arabia,"Nov 23, 2021",Multinational corporations are moving their Middle East regional headquarters to Saudi Arabia to tap into tech opportunities like the joint venture between NEOM and OneWeb.,https://www.cnn.com/videos/business/2021/11/22/marketplace-middle-east-saudi-arabia-corporation-headquarters.cnnbusiness
"UAE foreign minister meets Assad, in highest-profile Emirati visit to Syria since start of war","Nov 10, 2021","The United Arab Emirates Foreign Minister Sheikh Abdallah bin Zayed met Syrian President Bashar al-Assad in Damascus on Tuesday, in the most senior Emirati visit to the country since the start of Syria’s war in 2011.",https://www.cnn.com/2021/11/09/middleeast/uae-assad-syria-damascus-intl/index.html
Video shows aftermath of assassination attempt on Iraqi PM,"Nov 8, 2021","Iraqi Prime Minister Mustafa Al-Kadhimi escaped an assassination attempt on Sunday after an explosive-laden drone targeted his residence in Baghdad, the country’s military said. CNN’s Jomana Karadsheh reports.",https://www.cnn.com/videos/world/2021/11/07/iraq-prime-minister-drone-attack-karadsheh-pkg-nr.cnn
Iraqi Prime Minister survives exploding drone assassination attempt,"Nov 8, 2021","Iraqi Prime Minister Mustafa Al-Kadhimi escaped an assassination attempt on Sunday after an explosive-laden drone targeted his residence in Baghdad, the country’s military said.",https://www.cnn.com/2021/11/06/middleeast/iraq-prime-minister-drone-attack-intl-hnk/index.html
Armed groups join forces in Ethiopia in biggest threat yet to embattled Prime Minister Abiy Ahmed,"Nov 6, 2021","Armed groups fighting Ethiopia’s central government are swelling in numbers as they advance on the capital, Addis Ababa, posing the biggest threat to embattled Prime Minister Abiy Ahmed’s rule since a bloody year-long conflict began in the country’s ...",https://www.cnn.com/2021/11/05/africa/ethiopia-conflict-opposition-coalition-abiy-ahmed-intl/index.html
Yemen’s Marib city battens down as Houthis advance through energy-rich province,"Nov 3, 2021","Expecting a possible siege, pro-government forces in central Yemen are preparing to defend Marib city, their last northern stronghold, against advancing Houthi fighters bent on taking full control of one of Yemen’s key energy-producing regions.",https://www.cnn.com/2021/11/03/middleeast/marib-yemen-houthis-intl/index.html
Amman to Wadi Rum: Finding inner peace in Jordan,"Nov 2, 2021","Richard Quest travels to the ancient, biblical and wondrous land of Jordan as the country tries to woo tourists back to its epic landscapes.",https://www.cnn.com/videos/tv/2021/11/01/quests-world-of-wonder-richard-quest-amman-jordan-spc.cnn
Touring Amman with a Prince of the people,"Nov 2, 2021",Eating falafel on the streets of Amman is almost cliché – unless you’re with Jordan’s Prince Ali Bin Al Hussein.,https://www.cnn.com/videos/tv/2021/11/02/quests-world-of-wonder-amman-jordan-prince-ali-a-block-spc.cnn
"Missile attack on mosque and religious school kills and injures 29 Yemeni civilians, says minister","Nov 1, 2021","A Houthi ballistic missile attack on a mosque and a religious school killed and injured 29 civilians, including women and children, in the Yemeni province of Marib, the country’s information minister said in a statement on Twitter on Monday.",https://www.cnn.com/2021/11/01/middleeast/missile-attack-marib-yemen-intl/index.html
How the Middle East is accelerating its energy transition,"Oct 29, 2021","From harnessing the power of the sun to turning trash into energy, this is how the region is trying to turn the tide on climate change.",https://www.cnn.com/videos/world/2021/10/27/energy-transition-marketplace-middle-east-spc-intl.cnn
Severe storm threat shifts to the Gulf Coast,"Oct 27, 2021",A level 3 out of 5 severe weather threat shifts east towards the Gulf Coast.  CNN Meteorologist Pedram Javaheri has the latest forecast.,https://www.cnn.com/videos/weather/2021/10/27/weather-forecast-noreaster-rain-wind-severe-storms-tornado-hail-flash-flood-gulf-coast.cnn
Top oil exporter Saudi Arabia targets net zero emissions by 2060,"Oct 23, 2021",Saudi Arabia’s crown prince said on Saturday that the world’s top oil exporter aims to reach zero-net emissions by 2060 and will more than double its annual target to reduce carbon emissions.,https://www.cnn.com/2021/10/23/energy/saudi-arabia-net-zero-target-climate-intl/index.html
"Drone attack targets US troops at US base in Syria, initial assessment suggests no US injuries","Oct 21, 2021","A “deliberate and coordinated” attack utilizing drones and indirect fire targeted US troops at the US base at At-Tanf in Syria, close to the border with Jordan, on Wednesday, according to US Central Command, which oversees operations in the ...",https://www.cnn.com/2021/10/20/politics/drone-attack-syria/index.html
"Dozens killed, including children, in Syria attacks","Oct 21, 2021","Four children were among at least 10 people killed in Syrian regime strikes in the northwestern rebel-held area of Idlib on Wednesday, a rescue group said.",https://www.cnn.com/2021/10/20/middleeast/syria-military-bus-attack-intl/index.html
Saudi Arabia to launch enormous oil themed ‘extreme park’,"Oct 19, 2021","The Middle Eastern country has announced plans to convert an oil rig into a 150,000 square attraction located in the Arabian Gulf.",https://www.cnn.com/travel/article/saudi-arabia-oil-rig-theme-park/index.html
Lebanon in crisis after worst violence in years,"Oct 16, 2021","The worst violence the Lebanese capital has seen in more than a dozen years is bringing fears of a return to civil war to the surface, especially in a country where there’s no shortage of weapons, but state authority is in dire short supply. CNN’s ...",https://www.cnn.com/videos/world/2021/10/16/lebanon-violence-wedeman-pkg-intl-vpx.cnn
'We felt the danger': Syria hit hard by Delta variant,"Oct 11, 2021",CNN’s Jomana Karadsheh reports as Idlib province in northwest Syria is ravaged by a Covid-19 outbreak.,https://www.cnn.com/videos/world/2021/10/11/syria-covid-19-idlib-province-karadsheh-intl-ctw-vpx.cnn
UN ends Yemen war crimes probe in defeat for Western states,"Oct 8, 2021","Bahrain, Russia and other members of the UN Human Rights Council pushed through a vote on Thursday to shut down the body’s war crimes investigations in Yemen, in a stinging defeat for Western states who sought to keep the mission going.",https://www.cnn.com/2021/10/08/middleeast/yemen-war-crimes-probe-intl/index.html
Hear from UAE's Minister for Climate Change and Environment,"Oct 8, 2021",The United Arab Emirates (UAE) has become the first country in the Persian Gulf to commit to net zero carbon emissions by 2050. But it’s not turning its back on oil just yet. CNN’s Becky Anderson speaks with the UAE’s Minister for Climate Change and ...,https://www.cnn.com/videos/tv/2021/10/07/ctw-uae-min-of-climate.cnn
Turning trash into treasure: Recycling e-waste in Dubai,"Oct 7, 2021","The Middle East and Africa lag behind when it comes to formal e-waste recycling, but Enviroserve’s Dubai facility is trying to change that.",https://www.cnn.com/videos/world/2021/10/05/enviroserve-dubai-spc-intl.cnn
Qatari composer's latest album reflects her pandemic experience,"Sep 28, 2021","Critically acclaimed Qatari composer and songwriter Dana Al Fardan is releasing a new album, “Indigo,” that is a personal introspection of life during the pandemic.",https://www.cnn.com/videos/world/2021/09/23/exp-intl-inside-the-middle-east-qatar.cnn
GPS Web Extra: The 'Asia pivot' and the Middle East,"Sep 26, 2021","Iraqi President Barham Salih tells Fareed that despite new US strategic priorities, “you can’t walk away from the Middle East.”",https://www.cnn.com/videos/tv/2021/09/26/exp-gps-0926-salih-middle-east-importance.cnn
"Five Palestinians killed, two arrested by Israeli forces in West Bank","Sep 26, 2021","Five Palestinians have been killed and two arrested Saturday night as part of a days-long operation targeting Hamas in the West Bank, the Israel Defense Forces said.",https://www.cnn.com/2021/09/26/middleeast/palestinians-killed-west-bank-intl/index.html
"ISIS chief in Sahara killed by French forces, Macron says","Sep 16, 2021","French forces have killed Adnan Abou Walid al Sahraoui, leader of the Islamic State in the Greater Sahara (ISIS-GS), in a drone strike, the French government announced on Thursday.",https://www.cnn.com/2021/09/16/africa/france-killed-isis-al-sahrawi-intl-hnk/index.html
UAE invests $14 billion in Britain as it tries to look beyond oil,"Sep 16, 2021","The United Arab Emirates will pour £10 billion ($13.8 billion) into the United Kingdom over the next five years, as the Gulf state seeks to diversify its economy beyond fossil fuels.",https://www.cnn.com/2021/09/16/business/uae-uk-investment/index.html
Two tropical systems threaten East Asia,"Sep 8, 2021","Tropical Storm Conson and Typhoon Chanthu threaten to bring strong winds, heavy rain, flooding and mudslides to portions of East Asia over the next several days.  CNN Meteorologist Tom Sater has the latest forecast.",https://www.cnn.com/videos/weather/2021/09/07/west-pacific-tropics-conson-chanthu-philippines-taiwan.cnn
The Taliban’s return has plunged the Middle East into uncharted waters,"Sep 1, 2021","The dramatic scenes from Afghanistan have sounded alarm bells throughout the Middle East, raising the specter of a hasty undoing of an economic and political order that has hinged on, or sought to counter, a large US presence in the region.",https://www.cnn.com/2021/09/01/middleeast/taliban-afghanistan-middle-east-us-cmd-intl/index.html
